chromatin	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	9870188	9870660	473	*	chr20.845	104.97063	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-50501	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9871460	9871723	264	*	chr20.846	13.33525	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-51773	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9893488	9893870	383	*	chr20.847	33.53187	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-73801	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9899823	9900609	787	*	chr20.848	85.7074	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-80136	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9907773	9908005	233	*	chr20.849	21.242945	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-88086	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9908865	9909448	584	*	chr20.850	55.850452	Distal Intergenic	20	9518037	9819687	301651	2	57144	uc010gby.1	-89178	ENSG00000101349	PAK5	p21 (RAC1) activated kinase 5
chr20	9940004	9940249	246	*	chr20.851	17.36409	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-75448	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9942384	9942810	427	*	chr20.852	15.759654	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-72887	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9944617	9944851	235	*	chr20.853	20.48257	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-70846	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9947508	9948004	497	*	chr20.854	43.90311	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-67693	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9955043	9955276	234	*	chr20.855	20.800974	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-60421	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9957922	9958155	234	*	chr20.856	20.75734	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-57542	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9958984	9959452	469	*	chr20.857	93.8345	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-56245	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9961825	9962064	240	*	chr20.858	18.885647	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-53633	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	9980299	9980625	327	*	chr20.859	26.28858	Distal Intergenic	20	10015697	10037407	21711	1	63926	uc002wno.3	-35072	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10003219	10003626	408	*	chr20.860	57.3777	Downstream (<1kb)	20	10015697	10037407	21711	1	63926	uc002wno.3	-12071	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10015299	10016053	755	*	chr20.861	174.16998	Promoter	20	10015697	10037407	21711	1	63926	uc002wno.3	0	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10028112	10028410	299	*	chr20.862	30.924538	Intron (uc002wno.3/63926, intron 6 of 10)	20	10015697	10037407	21711	1	63926	uc010gbz.3	12415	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10033521	10033774	254	*	chr20.863	20.903027	Exon (uc002wno.3/63926, exon 9 of 11)	20	10015697	10037407	21711	1	63926	uc010gbz.3	17824	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10033933	10033956	24	*	chr20.864	10.825785	Intron (uc002wno.3/63926, intron 9 of 10)	20	10015697	10037407	21711	1	63926	uc010gbz.3	18236	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10040869	10041240	372	*	chr20.865	50.25261	Intron (uc002wnn.2/100131208, intron 3 of 4)	20	10015697	10037407	21711	1	63926	uc010gbz.3	25172	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10071046	10071583	538	*	chr20.866	51.465515	Intron (uc002wnn.2/100131208, intron 3 of 4)	20	10015697	10037407	21711	1	63926	uc010gbz.3	55349	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10095757	10095821	65	*	chr20.867	11.128571	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10015697	10037407	21711	1	63926	uc010gbz.3	80060	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10095978	10096042	65	*	chr20.868	11.128571	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10015697	10037407	21711	1	63926	uc010gbz.3	80281	ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1
chr20	10111111	10111343	233	*	chr20.869	21.225945	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-88134	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10112409	10112669	261	*	chr20.870	14.040896	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-86808	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10113174	10113435	262	*	chr20.871	14.743027	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-86042	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10114301	10114538	238	*	chr20.872	19.945446	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-84939	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10127147	10127385	239	*	chr20.873	19.6097	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-72092	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10128126	10128211	86	*	chr20.874	11.295824	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-71266	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10128322	10128407	86	*	chr20.875	11.295824	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-71070	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10132995	10133330	336	*	chr20.876	25.125826	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-66147	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10135891	10136136	246	*	chr20.877	17.141539	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-63341	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10154210	10154442	233	*	chr20.878	21.233377	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-45035	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10174395	10174414	20	*	chr20.879	10.807423	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-25063	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10174671	10174690	20	*	chr20.880	10.807423	Intron (uc002wnn.2/100131208, intron 2 of 4)	20	10199477	10288066	88590	1	6616	uc002wnq.2	-24787	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10199533	10199769	237	*	chr20.881	19.837503	Promoter	20	10199477	10288066	88590	1	6616	uc010gca.2	56	ENSG00000132639	SNAP25	synaptosome associated protein 25
chr20	10206351	10206770	420	*	chr20.882	67.78767	Intron (uc002wnq.2/6616, intron 1 of 7)	20	10004460	10200154	195695	2	100131208	uc002wnn.2	-6197	ENSG00000227906	SNAP25-AS1	SNAP25 antisense RNA 1
chr20	10252063	10252325	263	*	chr20.883	13.656618	Intron (uc002wnq.2/6616, intron 1 of 7)	20	10004460	10200154	195695	2	100131208	uc002wnn.2	-51909	ENSG00000227906	SNAP25-AS1	SNAP25 antisense RNA 1
chr20	10279971	10280207	237	*	chr20.884	19.837503	Exon (uc002wnq.2/6616, exon 7 of 8)	20	10004460	10200154	195695	2	100131208	uc002wnn.2	-79817	ENSG00000227906	SNAP25-AS1	SNAP25 antisense RNA 1
chr20	10295729	10295962	234	*	chr20.885	21.22966	Distal Intergenic	20	10004460	10200154	195695	2	100131208	uc002wnn.2	-95575	ENSG00000227906	SNAP25-AS1	SNAP25 antisense RNA 1
chr20	10330818	10331092	275	*	chr20.886	19.60758	Distal Intergenic	20	10385428	10412573	27146	2	8195	uc002wnt.2	81481	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10331194	10331695	502	*	chr20.887	27.993706	Distal Intergenic	20	10385428	10412573	27146	2	8195	uc002wnt.2	80878	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10331865	10332175	311	*	chr20.888	29.248453	Distal Intergenic	20	10385428	10412573	27146	2	8195	uc002wnt.2	80398	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10341390	10341622	233	*	chr20.889	21.114801	Distal Intergenic	20	10385428	10412573	27146	2	8195	uc002wnt.2	70951	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10343227	10343806	580	*	chr20.890	31.77552	Distal Intergenic	20	10385428	10412573	27146	2	8195	uc002wnt.2	68767	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10383837	10384209	373	*	chr20.891	50.918762	Downstream (1-2kb)	20	10385428	10412573	27146	2	8195	uc002wnt.2	28364	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10385236	10385271	36	*	chr20.892	10.9004345	Downstream (<1kb)	20	10385428	10412573	27146	2	8195	uc002wnt.2	27302	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10385496	10385530	35	*	chr20.893	10.888259	3' UTR	20	10385428	10412573	27146	2	8195	uc002wnt.2	27043	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10393194	10393442	249	*	chr20.894	16.858492	Exon (uc002wnt.2/8195, exon 3 of 6)	20	10385428	10412573	27146	2	8195	uc002wnt.2	19131	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10393715	10393967	253	*	chr20.895	15.793458	Exon (uc002wnt.2/8195, exon 3 of 6)	20	10385428	10412573	27146	2	8195	uc002wnt.2	18606	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10410886	10411715	830	*	chr20.896	30.14977	Promoter	20	10385428	10412573	27146	2	8195	uc002wnt.2	858	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10414125	10415370	1246	*	chr20.897	81.09794	Promoter	20	10385428	10414887	29460	2	8195	uc002wnu.2	0	ENSG00000125863	MKKS	McKusick-Kaufman syndrome
chr20	10415526	10416076	551	*	chr20.898	65.1765	Promoter	20	10415951	10604027	188077	1	128710	uc010zre.2	0	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10421825	10422081	257	*	chr20.899	14.549757	Intron (uc010zre.2/128710, intron 1 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	5874	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10427607	10428109	503	*	chr20.900	107.63883	Intron (uc010zre.2/128710, intron 1 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	11656	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10429703	10430120	418	*	chr20.901	19.624796	Intron (uc010zre.2/128710, intron 1 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	13752	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10433807	10434282	476	*	chr20.902	80.54967	Intron (uc010zre.2/128710, intron 1 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	17856	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10434922	10435154	233	*	chr20.903	21.24187	Intron (uc010zre.2/128710, intron 1 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	18971	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10457082	10457384	303	*	chr20.904	30.25472	Intron (uc010zre.2/128710, intron 2 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	41131	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10458768	10459224	457	*	chr20.905	60.03679	Intron (uc010zre.2/128710, intron 2 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	42817	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10492132	10492635	504	*	chr20.906	135.97063	Intron (uc010zre.2/128710, intron 2 of 7)	20	10415951	10604027	188077	1	128710	uc010zre.2	76181	ENSG00000149346	SLX4IP	SLX4 interacting protein
chr20	10529224	10529479	256	*	chr20.907	14.99037	Intron (uc010zre.2/128710, intron 2 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	102583	ENSG00000101384	JAG1	jagged 1
chr20	10531035	10531268	234	*	chr20.908	21.147028	Intron (uc010zre.2/128710, intron 2 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	100794	ENSG00000101384	JAG1	jagged 1
chr20	10533043	10533287	245	*	chr20.909	17.849478	Intron (uc010zre.2/128710, intron 2 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	98775	ENSG00000101384	JAG1	jagged 1
chr20	10534066	10534298	233	*	chr20.910	21.225945	Intron (uc010zre.2/128710, intron 2 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	97764	ENSG00000101384	JAG1	jagged 1
chr20	10539099	10539877	779	*	chr20.911	120.705795	Intron (uc010zre.2/128710, intron 3 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	92185	ENSG00000101384	JAG1	jagged 1
chr20	10551920	10552175	256	*	chr20.912	14.99037	Intron (uc010zre.2/128710, intron 4 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	79887	ENSG00000101384	JAG1	jagged 1
chr20	10576624	10576863	240	*	chr20.913	18.793337	Intron (uc010zre.2/128710, intron 4 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	55199	ENSG00000101384	JAG1	jagged 1
chr20	10579451	10579806	356	*	chr20.914	38.00761	Intron (uc010zre.2/128710, intron 5 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	52256	ENSG00000101384	JAG1	jagged 1
chr20	10592117	10592350	234	*	chr20.915	21.147028	Intron (uc010zre.2/128710, intron 6 of 7)	20	10622108	10632062	9955	2	182	uc010gcd.1	39712	ENSG00000101384	JAG1	jagged 1
chr20	10603201	10603435	235	*	chr20.916	20.90157	Exon (uc010zre.2/128710, exon 8 of 8)	20	10622108	10632062	9955	2	182	uc010gcd.1	28627	ENSG00000101384	JAG1	jagged 1
chr20	10625009	10625438	430	*	chr20.917	70.21195	Exon (uc002wnw.2/182, exon 19 of 26)	20	10622108	10632062	9955	2	182	uc010gcd.1	6624	ENSG00000101384	JAG1	jagged 1
chr20	10633507	10633552	46	*	chr20.918	10.9694395	Intron (uc002wnw.2/182, intron 5 of 25)	20	10622108	10632062	9955	2	182	uc010gcd.1	-1445	ENSG00000101384	JAG1	jagged 1
chr20	10633752	10633797	46	*	chr20.919	10.96944	Intron (uc002wnw.2/182, intron 5 of 25)	20	10622108	10632062	9955	2	182	uc010gcd.1	-1690	ENSG00000101384	JAG1	jagged 1
chr20	10650921	10651777	857	*	chr20.920	91.96923	Intron (uc002wnw.2/182, intron 2 of 25)	20	10618332	10654694	36363	2	182	uc002wnw.2	2917	ENSG00000101384	JAG1	jagged 1
chr20	10652004	10652472	469	*	chr20.921	108.23635	Intron (uc002wnw.2/182, intron 2 of 25)	20	10618332	10654694	36363	2	182	uc002wnw.2	2222	ENSG00000101384	JAG1	jagged 1
chr20	10652592	10653041	450	*	chr20.922	37.452915	Intron (uc002wnw.2/182, intron 2 of 25)	20	10618332	10654694	36363	2	182	uc002wnw.2	1653	ENSG00000101384	JAG1	jagged 1
chr20	10653653	10654327	675	*	chr20.923	41.54472	Promoter	20	10618332	10654694	36363	2	182	uc002wnw.2	367	ENSG00000101384	JAG1	jagged 1
chr20	10654438	10655928	1491	*	chr20.924	169.23651	Promoter	20	10618332	10654694	36363	2	182	uc002wnw.2	0	ENSG00000101384	JAG1	jagged 1
chr20	10677330	10677669	340	*	chr20.925	24.33997	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-22636	ENSG00000101384	JAG1	jagged 1
chr20	10719959	10720404	446	*	chr20.926	15.441922	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-65265	ENSG00000101384	JAG1	jagged 1
chr20	10761714	10761966	253	*	chr20.927	16.807398	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-107020	ENSG00000101384	JAG1	jagged 1
chr20	10773119	10773163	45	*	chr20.928	10.959396	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-118425	ENSG00000101384	JAG1	jagged 1
chr20	10773366	10773410	45	*	chr20.929	10.959396	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-118672	ENSG00000101384	JAG1	jagged 1
chr20	10776373	10776616	244	*	chr20.930	18.108894	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-121679	ENSG00000101384	JAG1	jagged 1
chr20	10816850	10817082	233	*	chr20.931	21.24187	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-162156	ENSG00000101384	JAG1	jagged 1
chr20	10829821	10830071	251	*	chr20.932	16.154915	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-175127	ENSG00000101384	JAG1	jagged 1
chr20	10921440	10922113	674	*	chr20.933	237.7193	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-266746	ENSG00000101384	JAG1	jagged 1
chr20	10926770	10927165	396	*	chr20.934	31.764362	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-272076	ENSG00000101384	JAG1	jagged 1
chr20	10928205	10928441	237	*	chr20.935	20.117182	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-273511	ENSG00000101384	JAG1	jagged 1
chr20	10934282	10934323	42	*	chr20.936	10.94017	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-279588	ENSG00000101384	JAG1	jagged 1
chr20	10934532	10934573	42	*	chr20.937	10.94017	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-279838	ENSG00000101384	JAG1	jagged 1
chr20	10947268	10947502	235	*	chr20.938	20.938179	Distal Intergenic	20	10618332	10654694	36363	2	182	uc002wnw.2	-292574	ENSG00000101384	JAG1	jagged 1
chr20	10964852	10965230	379	*	chr20.939	20.71843	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	288801	NA	LOC339593	uncharacterized LOC339593
chr20	10972309	10972541	233	*	chr20.940	21.242933	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	281490	NA	LOC339593	uncharacterized LOC339593
chr20	10974922	10975154	233	*	chr20.941	21.136984	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	278877	NA	LOC339593	uncharacterized LOC339593
chr20	10984158	10984195	38	*	chr20.942	10.913185	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	269836	NA	LOC339593	uncharacterized LOC339593
chr20	10984413	10984450	38	*	chr20.943	10.913185	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	269581	NA	LOC339593	uncharacterized LOC339593
chr20	10989220	10989456	237	*	chr20.944	19.910044	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	264575	NA	LOC339593	uncharacterized LOC339593
chr20	10999370	10999608	239	*	chr20.945	19.367071	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	254423	NA	LOC339593	uncharacterized LOC339593
chr20	11020891	11021123	233	*	chr20.946	21.204731	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	232908	NA	LOC339593	uncharacterized LOC339593
chr20	11024909	11025245	337	*	chr20.947	25.399782	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	228786	NA	LOC339593	uncharacterized LOC339593
chr20	11025896	11026130	235	*	chr20.948	20.688423	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	227901	NA	LOC339593	uncharacterized LOC339593
chr20	11036903	11037485	583	*	chr20.949	75.009346	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	216546	NA	LOC339593	uncharacterized LOC339593
chr20	11111188	11111620	433	*	chr20.950	52.152943	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	142411	NA	LOC339593	uncharacterized LOC339593
chr20	11140352	11140586	235	*	chr20.951	20.862938	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	113445	NA	LOC339593	uncharacterized LOC339593
chr20	11185746	11185827	82	*	chr20.952	11.273782	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	68204	NA	LOC339593	uncharacterized LOC339593
chr20	11185950	11186029	80	*	chr20.953	11.258616	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	68002	NA	LOC339593	uncharacterized LOC339593
chr20	11198269	11198603	335	*	chr20.954	41.80873	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	55428	NA	LOC339593	uncharacterized LOC339593
chr20	11199720	11200184	465	*	chr20.955	58.921055	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	53847	NA	LOC339593	uncharacterized LOC339593
chr20	11203016	11203261	246	*	chr20.956	17.583134	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	50770	NA	LOC339593	uncharacterized LOC339593
chr20	11209334	11209580	247	*	chr20.957	17.0854	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	44451	NA	LOC339593	uncharacterized LOC339593
chr20	11210409	11210476	68	*	chr20.958	11.138245	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	43555	NA	LOC339593	uncharacterized LOC339593
chr20	11210576	11210854	279	*	chr20.959	18.405537	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	43177	NA	LOC339593	uncharacterized LOC339593
chr20	11215331	11215657	327	*	chr20.960	31.945045	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	38374	NA	LOC339593	uncharacterized LOC339593
chr20	11215764	11215800	37	*	chr20.961	10.892239	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	38231	NA	LOC339593	uncharacterized LOC339593
chr20	11229600	11229834	235	*	chr20.962	20.53692	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	24197	NA	LOC339593	uncharacterized LOC339593
chr20	11239450	11239686	237	*	chr20.963	19.910044	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	14345	NA	LOC339593	uncharacterized LOC339593
chr20	11247826	11248379	554	*	chr20.964	76.75098	3' UTR	20	11247307	11254031	6725	2	339593	uc002wnx.4	5652	NA	LOC339593	uncharacterized LOC339593
chr20	11251351	11251585	235	*	chr20.965	20.780516	Intron (uc002wnx.4/339593, intron 1 of 1)	20	11247307	11254031	6725	2	339593	uc002wnx.4	2446	NA	LOC339593	uncharacterized LOC339593
chr20	11254780	11255076	297	*	chr20.966	31.376553	Promoter	20	11247307	11254031	6725	2	339593	uc002wnx.4	-749	NA	LOC339593	uncharacterized LOC339593
chr20	11255471	11255788	318	*	chr20.967	27.761189	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-1440	NA	LOC339593	uncharacterized LOC339593
chr20	11263950	11264219	270	*	chr20.968	12.188918	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-9919	NA	LOC339593	uncharacterized LOC339593
chr20	11286005	11286486	482	*	chr20.969	38.20482	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-31974	NA	LOC339593	uncharacterized LOC339593
chr20	11309340	11309579	240	*	chr20.970	19.06591	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-55309	NA	LOC339593	uncharacterized LOC339593
chr20	11360920	11361155	236	*	chr20.971	20.083542	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-106889	NA	LOC339593	uncharacterized LOC339593
chr20	11372201	11372433	233	*	chr20.972	21.114801	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-118170	NA	LOC339593	uncharacterized LOC339593
chr20	11382654	11383217	564	*	chr20.973	25.933968	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-128623	NA	LOC339593	uncharacterized LOC339593
chr20	11399045	11399315	271	*	chr20.974	12.233598	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-145014	NA	LOC339593	uncharacterized LOC339593
chr20	11440124	11440358	235	*	chr20.975	20.938179	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-186093	NA	LOC339593	uncharacterized LOC339593
chr20	11465132	11465457	326	*	chr20.976	26.451262	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-211101	NA	LOC339593	uncharacterized LOC339593
chr20	11472269	11472511	243	*	chr20.977	18.160053	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-218238	NA	LOC339593	uncharacterized LOC339593
chr20	11481069	11481137	69	*	chr20.978	11.158429	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-227038	NA	LOC339593	uncharacterized LOC339593
chr20	11481286	11481354	69	*	chr20.979	11.158429	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-227255	NA	LOC339593	uncharacterized LOC339593
chr20	11492531	11492889	359	*	chr20.980	22.059813	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-238500	NA	LOC339593	uncharacterized LOC339593
chr20	11493299	11493531	233	*	chr20.981	21.157074	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-239268	NA	LOC339593	uncharacterized LOC339593
chr20	11499218	11499453	236	*	chr20.982	20.277267	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-245187	NA	LOC339593	uncharacterized LOC339593
chr20	11534215	11534457	243	*	chr20.983	18.360916	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-280184	NA	LOC339593	uncharacterized LOC339593
chr20	11539247	11539495	249	*	chr20.984	16.392506	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-285216	NA	LOC339593	uncharacterized LOC339593
chr20	11550523	11550533	11	*	chr20.985	10.773269	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-296492	NA	LOC339593	uncharacterized LOC339593
chr20	11550718	11550967	250	*	chr20.986	20.506737	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-296687	NA	LOC339593	uncharacterized LOC339593
chr20	11562015	11562309	295	*	chr20.987	31.78331	Distal Intergenic	20	11247307	11254031	6725	2	339593	uc002wnx.4	-307984	NA	LOC339593	uncharacterized LOC339593
